2,2475
3,5221
5,8608
8,4907
9,5781
11,5134
12,2684
13,2085
15,822
18,6680
26,3440
27,5424
28,8034
29,6563
31,2614
32,1648
33,8459
37,2025
38,4939
40,5099
44,9074
45,10730
47,2851
48,6480
49,8051
50,8594
53,2924
57,5239
58,7017
60,7297
61,10006
63,8083
65,3624
67,9561
69,7117
72,3226
73,7324
74,8734
77,3215
78,7807
82,10205
84,7998
85,1365
88,3643
89,4372
90,6769
92,10745
93,9921
94,868
96,3355
97,6033
98,5828
99,7200
100,10963
101,2439
106,3473
107,8273
111,3475
112,1948
113,7556
115,5123
116,535
117,8904
118,841
120,5816
122,5514
124,5595
125,1343
126,4805
129,2972
133,6644
134,9634
138,7484
140,7526
142,6561
144,6535
145,7844
147,4308
149,1270
151,9078
153,3096
156,5471
158,4967
159,1154
161,2012
163,10276
165,5428
166,5443
168,9710
173,2260
175,6516
177,431
178,822
179,4992
181,4453
182,8158
183,7488
184,5465
185,5405
186,10914
187,2140
188,2741
189,5392
190,5635
191,8873
192,9178
193,6088
194,1659
195,9016
197,3189
202,7987
203,10299
205,2162
209,8348
212,4043
213,258
214,1886
216,10332
219,7148
220,2391
222,9691
223,9365
225,6934
227,2146
228,871
229,309
231,7505
235,4559
236,5155
237,6291
242,8763
244,6119
248,5381
249,10939
250,7749
253,8413
254,5251
260,3076
261,2514
262,5790
264,4319
265,3161
266,10780
268,9266
269,10558
271,3399
276,9235
278,5140
280,5132
281,5278
282,1929
283,2455
284,5237
286,1873
287,711
288,4744
290,5773
291,64
294,8727
299,5016
300,118
302,10876
304,3143
305,10578
306,4116
308,5481
309,1579
310,7482
311,9314
312,10134
313,6328
316,10048
317,7979
321,5147
325,4230
326,10445
327,8545
334,7462
336,7379
338,5439
339,7109
340,10000
343,10649
344,10326
346,555
350,2447
351,3427
352,7684
356,10040
359,9964
360,6024
362,5679
364,8670
370,4339
377,9693
378,8447
379,9594
380,3611
381,759
382,8739
383,8875
384,10454
386,10515
387,2844
391,9918
392,8068
394,3524
395,5337
399,5112
402,5042
403,8384
404,3728
405,2904
407,7250
410,4423
411,3958
412,3431
413,2110
414,2941
416,149
417,7310
418,2808
419,5087
421,10620
422,9270
423,5412
424,7312
425,5065
426,749
427,1934
428,145
429,5765
433,9210
434,9705
435,5290
436,5404
439,8365
441,7927
442,8776
443,4887
444,8037
445,5783
446,2804
449,1326
451,10005
452,8313
454,2796
455,3142
456,993
459,5207
461,7894
463,10952
464,4131
465,10943
467,9760
469,8900
471,8641
474,4810
475,3743
477,2918
479,3357
481,2908
483,8680
484,10175
487,2800
488,7381
489,5389
490,8509
491,1613
493,4001
494,1378
497,5811
500,7268
501,6242
502,6029
504,208
507,7690
509,4459
512,10703
513,616
515,3448
516,450
518,7348
519,6001
522,1185
527,7322
528,7332
532,2133
534,5125
537,6670
538,4573
540,3237
542,699
544,9240
545,6411
547,962
549,1501
553,860
554,6140
555,792
559,4694
560,9081
561,7430
563,8772
564,2122
565,4344
566,7299
567,6749
572,7756
573,5463
575,1022
577,6382
578,8485
579,1087
580,7631
581,9603
582,5489
585,2863
586,9706
587,4989
593,7436
594,9891
595,4522
596,10466
600,1362
605,9536
607,10361
609,3904
610,6538
612,7725
614,7845
615,8675
620,1999
623,2143
624,9570
625,3400
627,3973
628,7919
629,5406
630,4334
632,6571
633,8555
634,6321
638,9152
643,968
645,7980
646,10873
652,9705
653,2965
657,8783
658,6832
659,53
660,1316
661,9149
662,2982
663,5678
664,2046
665,4691
666,7338
667,2452
671,362
673,2081
674,3277
675,9246
676,1419
678,6884
682,7401
683,5124
686,7494
687,5403
688,6049
689,10687
690,8283
693,4954
694,6971
695,533
696,4937
699,9621
700,4307
702,10050
703,4056
704,10247
705,2275
706,2621
708,9550
709,2787
710,9942
712,5665
713,10366
715,3521
716,3726
718,2726
719,8926
720,304
723,6570
724,4836
726,5278
728,8322
729,8608
731,2363
732,9697
733,7513
734,2682
735,6188
738,7126
739,5078
741,10648
742,8409
743,723
746,8839
748,4112
749,2864
750,1800
752,10759
753,1037
754,86
756,6506
757,4314
758,6072
760,6887
762,9594
763,5065
767,8551
768,389
771,564
773,7495
774,7910
775,2012
776,7567
777,8608
779,4043
781,3401
782,5053
783,5084
784,10186
785,10512
786,4408
787,2494
788,8827
790,1747
791,8793
793,9381
794,5690
795,277
797,2037
798,9605
799,9963
800,9013
