chicago,communiti,program,organ,servic,develop,center,year,educ,hous,school,found,work,illinoi,children,art,health,serv,includ,famili,support,univers,nation,youth,public,agenc,creat,park,peopl,began,citi,area,institut,foundat,local,american,care,group,state,establish,perform,live,compani,member,neighborhood,cultur,build,nonprofit,women,music,home,danc,theatr,social,offer,train,open,student,resid,unit,director,research,time,project,theater,mission,leader,artist,employ,young,fund,oper,colleg,econom,counti,plan,opportun,initi,expand,network,urban,issu,high,busi,leadership,job,afford,south,focus,north,today,individu,justic,museum,commit,histori,resourc,human,world,divers,staff,recogn,life,grown,improv,adult,access,assist,independ,side,product,board,address,immigr,learn,success,engag,homeless,continu,activ,profession,intern,church,form,audienc,base,collabor,west,annual,promot,popul,corpor,medic,innov,respons,meet,system,societi,incorpor,effort,comprehens,dedic,qualiti,festiv,locat,manag,polici,vision,award,emerg,produc,latino,metropolitan,child,design,model,increas,offic,legal,receiv,violenc,goal,origin,make,hospit,lake,experi,lead,free,worker,partnership,volunt,age,million,partner,decad,led,rang,largest,shelter,countri,presid,workforc,skill,black,prevent,region,film,facil,cook,coalit,addit,council,advocaci,lowincom,part,effect,great,direct,start,present,ensembl,greater,earli,move,grant,root,special,jazz,civic,site,play,field,reach,connect,grow,outreach,voic,depart,advanc,advoc,day,orchestra,small,execut,posit,result,impact,collect,chicagoâ,uniqu,major,st,law,sustain,strong,disabl,treatment,parent,inspir,501c3,person,teach,achiev,identifi,girl,lawndal,environ,affili,begin,particip,allianc,founder,street,campus,client,african,safe,growth,financi,dr,creation,juvenil,grew,counsel,practic,reform,food,challeng,strategi,kid,clinic,trust,critic,asian,launch,power,past,govern,midwest,number,signific,bring,transform,tradit,industri,campaign,forc,excel,abus,underserv,seri,commiss,remain,america,domest,action,notforprofit,communitybas,civil,concert,suburban,relationship,club,academi,evolv,workshop,feder,residenti,import,class,strateg,creativ,act,committe,exhibit,technic,boy,classic,men,academ,generat,dancer,made,budget,strengthen,senior,stori,poverti,approach,respond,benefit,repres,varieti,approxim,court,full,career,global,invest,privat,fair,demonstr,process,problem,space,teen,contemporari,perman,ad,central,seek,recent,scienc,literaci,memori,incept,combin,musician,structur,level,green,movement,complex,indian,ensur,healthi,studi,team,centuri,implement,thousand,york,polit,ministri,deliv,inform,report,wide,refuge,circl,week,set,summer,futur,media,oldest,consist,role,squar,preserv,interest,rais,equal,charter,case,tenant,primari,chicagoland,capac,aid,account,built,explor,call,transit,cathol,northwestern,real,librari,prepar,reput,season,hall,altern,natur,district,communic,fulltim,cancer,mental,larg,teacher,abil,core,premier,earn,technolog,potenti,suburb,rate,affect,crisi,behavior,administr,broad,sector,accomplish,stage,war,conduct,face,integr,garden,graduat,foster,back,villag,instruct,door,gang,contribut,honor,writer,elementari,substanc,pioneer,understand,discuss,condit,tour,featur,exist,progress,crimin,maintain,membership,celebr,primarili,awar,rich,leagu,join,elimin,conservatori,brought,guid,classroom,adler,surround,languag,citizen,capit,hiv,end,consult,patient,safeti,divis,realiz,talent,ten,land,market,corp,risk,enrol,grassroot,placement,rehabilit,request,shore,share,chicagoan,evanston,background,enrich,involv,princip,hand,incom,faith,block,town,januari,task,lack,requir,healthcar,venu,histor,empower,event,korean,el,empow,nativ,plant,manufactur,intervent,complet,recognit,properti,sought,show,gain,head,long,met,quick,disadvantag,roger,longterm,attend,california,welfar,organizationâ,express,octob,higher,experienc,facilit,lira,charit,crime,washington,status,racial,construct,uic,kind,golden,theatric,hyde,restaur,common,unemploy,jane,lyric,offici,merg,low,john,peac,attorney,due,ladi,owner,order,hire,secur,compos,victim,defens,loyola,pastor,record,target,solut,coach,basic,pay,hour,forum,englewood,total,good,english,formal,casa,choreograph,afterschool,garfield,encourag,parttim,applese,enterpris,june,modern,opera,adapt,short,twenti,author,find,uptown,red,conserv,heart,purpos,awardwin,sport,pullman,blue,consortium,northwest,read,shift,religi,wit,mentor,atrisk,merci,estat,northlight,appl,proud,settlement,evalu,landscap,close,knowledg,motiv,relief,conven,river,introduc,general,period,left,east,rapid,sponsor,barrier,tutor,ethnic,elder,pad,prison,fulfil,separ,friend,joseph,win,curriculum,puerto,expertis,expans,joint,visionari,stabil,august,born,donor,ground,bank,lesbian,turn,aquarium,cambodian,march,principl,reduc,survivor,landmark,rush,gift,return,mayor,emot,chicagoth,point,dialogu,enhanc,centerth,chines,physic,vital,regent,discrimin,visual,mark,employe,visit,thrive,cape,asset,ago,breast,steel,victori,undergradu,ser,sga,aci,tabl,disciplin,licens,commerci,write,northern,profit,extens,confer,lawyer,enabl,guild,shedd,enthusiast,struggl,tool,box,coordin,mari,gateway,christian,spanish,umoja,jewish,rock,humboldt,comput,array,chamber,gay,1960s,ceo,vibrant,reflect,henri,charg,entiti,publish,infrastructur,intens,cut,month,columbia,mexican,determin,highqual,scientif,influenc,childhood,hivaid,ravinia,de,contract,stakehold,scholarship,southwest,accredit,fight,hold,limit,william,chapter,24hour,represent,appli,distribut,organiz,compris,abandon,seguin,purchas,outofschool,stabl,carol,util,selfsuffici,multiissu,ahc,san,son,pass,assess,outcom,key,fiscal,driven,statewid,jefferson,neglect,curl,island,yearround,economi,financ,style,top,instrument,numer,nurs,robert,rental,era,dropin,africanamerican,accept,host,step,consolid,spirit,decid,track,donat,neighbor,addam,bodi,pilot,roosevelt,star,protect,roseland,redevelop,congreg,sabina,heritag,attract,idea,loan,line,21st,gap,polic,broader,hispan,older,specif,date,highest,folk,visitor,grade,nlenâ,fill,disord,room,facet,architect,sinai,cafe,aclu,galleri,chicagoarea,maryvill,charl,energi,essenti,iff,resettl,encompass,incth,renew,death,kartemquin,ric,mpaact,affair,subsid,howard,literari,cross,ballet,boulevard,larger,cabrini,loop,extend,fall,similar,enter,aim,lisc,casl,bureau,ceasefir,pas,faculti,symphoni,harri,planetarium,labor,emphasi,hundr,cara,revenu,bill,vulner,light,basement,inequ,suffer,acr,scholar,septemb,lincoln,veteran,incarcer,pro,lighthous,hotlin,chicagobas,reloc,actor,guidanc,cov,seal,rebuild,popular,propos,compassion,la,restor,leverag,arm,dream,imagin,function,hsc,geograph,novemb,dc,drive,object,transport,dispar,demand,jajcf,lawrenc,icnc,concept,framework,zephyr,standard,chariti,extraordinari,inclus,lowwag,wood,rican,indiana,paso,bilingu,equip,valor,drug,congress,strive,compet,alli,link,meaning,habitat,tca,ms,medicin,document,cps,richard,cover,choreographi,dropout,pegasus,ageopt,eventu,anniversari,vehicl,david,proven,retent,screen,hedwig,oneonon,ii,matter,intim,approv,birth,univers.illinoi.chicago,chicago.public.school,social.servic.agenc,chicago.communiti.trust,chicago.metropolitan.area,regent.univers.california,south.side.chicago,boy.girl.club,illinoi.free.clinic,health.human.servic,chicago.lawyer.committe,child.welfar.agenc,found.small.group,illinoi.chicago.colleg,independ.nonprofit.organ,gene.siskel.film,501c3.nonprofit.organ,victim.domest.violenc,chicago.public.librari,kohl.children.museum,chicago.park.district,chicago.gay.lesbian,loyola.univers.chicago,north.lawndal.communiti,communiti.develop.corpor,crimin.justic.system,chicago.cultur.center,job.train.placement,siskel.film.center,suburban.cook.counti,joseph.jefferson.award,social.servic.organ,juvenil.justic.system,counti.communiti.foundat,famili.health.center,technic.assist.train,chicago.symphoni.orchestra,world.war.ii,unit.afford.hous,black.ensembl.theater,albani.park.neighborhood,univers.california.san,servic.agenc.chicago,lawyer.committe.civil,hispan.hous.develop,garfield.park.communiti,public.hous.develop,restaur.opportun.center,earli.childhood.educ,girl.club.america,rang.program.servic,strateg.plan.process,garfield.park.conservatori,south.shore.drill,wide.rang.program,lake.counti.communiti,support.restaur.worker,sinai.health.system,perman.support.hous,center.perform.art,afford.rental.hous,local.state.nation,children.memori.hospit,north.side.chicago,west.side.chicago,jane.addam.home,chicago.breast.cancer,homeless.risk.homeless,state.nation.level,afford.hous.develop,american.senior.center,committe.civil.law,local.communiti.organ,comprehens.communiti.develop,chicago.high.school,substanc.abus.treatment,citi.chicago.depart,american.red.cross,korean.american.senior,chicagoâ.west.side,health.care.servic,multiissu.communiti.organ,chicago.jazz.orchestra,central.american.martyr,museum.contemporari.art,hous.support.servic,batter.women.children,carol.robertson.center,harri.theater.music,shore.drill.team,train.technic.assist,segundo.ruiz.belvi,asian.pacif.american,north.lawndal.resid,chicago.south.side,town.school.folk,chicago.public.art,domest.violenc.servic,theatr.mount.product,serv.victim.domest,500unit.subsid.hous,tenant.organ.seri,experienc.homeless.risk,organ.power.stop,work.make.communiti,casa.cathol.worker,busi.profession.nonprofit,mitchel.museum.american,long.term.vision,homeless.unemploy.peopl,pad.public.action,cerqua.rivera.danc,agenc.citi.chicago,juvenil.justic.initi,join.forc.save,baldwin.foundat.aclu,home.public.hous,educ.research.communic,communiti.south.side,open.day.week,joel.hall.dancer,martha.youth.servic,plan.processesand.student,univers.california.irvin,west.pullman.food,chicago.north.side,high.rate.unemploy,congo.squar.theater,round.lake.area,missouri.nebraska.north,rehabilit.institut.chicago,hous.area.fight,evangel.divin.school,elementari.high.school,oldest.largest.settlement,women.famili.communiti,outreach.lead.campaign,serv.chicago.communiti,dancer.choreograph.educ,level.scientif.literaci,collect.voic.black,director.kolb.hous,african.american.famili,support.hous.sarahâ,nebraska.north.dakota,communiti.art.center,school.matter.program,live.room.cafe,el.hogar.del,econom.communiti.develop,cultur.center.chicago,free.charg.chicago,lowincom.work.african,latino.communiti.chicagoâ,center.neighborhood.technolog,lawrenc.hall.school,individu.crimin.record,sone.de.mã©xico,base.washington.dc,spanish.languag.develop,depart.cultur.affair,unemploy.peopl.communiti,mental.health.center,lindberg.chicago.jazz,back.yardsnew.citi,crisi.line.counsel,pacif.american.legal,abus.neglect.homeless,research.communic.collect,real.estat.develop,organ.grew.realiz,hous.develop.corpor,incorpor.independ.nonprofit,mental.health.patient,fulltim.execut.director,tenant.work.tenant,illinoi.depaul.univers,nonprofit.organ.establish,preserv.complex.victori,chicago.project.violenc,cook.counti.hospit,public.commit.owner,american.tenant.work,chicago.famili.health,allianc.end.homeless,minnesota.missouri.nebraska,hall.school.boy,serv.peopl.disabl,justic.base.grown,south.east.chicago,shore.summer.project,doortodoor.outreach.lead,counsel.case.manag,univers.chicago.center,kenwood.oakland.communiti,consortium.urban.pastor,guild.literari.complex,workforc.invest.act,project.violenc.prevent,forc.save.500unit,signific.barrier.employ,voic.black.women,hous.corpor.lake,women.impact.societ,south.chicago.roseland,west.garfield.park,plan.parenthood.illinoi,educ.coalit.back,educ.organ.dedic,action.deliv.shelter,includ.world.premier,chines.american.servic,notebaert.natur.museum,sustain.leadership.experi,public.action.deliv,chicago.roseland.pullman,high.school.student,southsid.organ.powersouthsid,roger.baldwin.foundat,black.women.impact,afford.hous.corpor,leagu.black.women,rican.cultur.center,educ.social.polici,improv.qualiti.life,school.block.club,chicago.art.partnership,privat.nonprofit.organ,public.interest.law,commit.owner.preserv,save.500unit.subsid,midwest.unit.state,communiti.residentsf.exclud,kill.field.memori,faith.communiti.st,school.communitybas.organ,hand.student.began,african.american.artist,corp.communiti.center,qualifi.health.center,gay.lesbian.communiti,feder.qualifi.health,hous.complex.slate,chicago.school.reform,experi.black.women,grow.popul.latino,chicago.horticultur.societi,cultur.danc.art,area.agenc.age,hyde.park.art,jewish.elder.cje,aunt.martha.youth,creat.chicago.communiti,hyde.park.communiti,chicago.african.american,art.educ.organ,made.commit.build,west.south.side,men.women.children,art.partnership.educ,communiti.renew.societi,communiti.develop.work,stop.found.communiti,young.peopl.annual,west.town.communiti,crisi.intervent.servic,chicago.cubanborn.dancer,communiti.organ.struggl,educ.communiti.organ,english.languag.learn,asian.american.aa,public.art.group,realiz.multiissu.communiti,film.center.school,choreograph.educ.eduardo,children.museum.greater,organ.mission.empow,servic.adult.youth,south.side.communiti,small.busi.develop,hivaid.prevent.care,state.legisl.establish,ir.tax.exempt,began.small.group,organ.plan.parenthood,coalit.back.yard,great.live.work,student.join.forc,work.tenant.organ,fight.healthcar.job,citi.blue.island,children.hospit.chicago,grew.realiz.multiissu,south.suburban.pad,popul.latino.immigr,kenwood.hyde.park,franklin.univers.medicin,human.servic.agenc,seal.joliet.region,workforc.develop.program,center.school.art,child.famili.servic,preserv.hous.area,organ.north.shore,unit.state.curl,care.head.start,hous.counsel.agenc,nation.latino.educ,wood.fund.chicago,safe.decent.afford,jazz.institut.chicago,primari.servic.area,divers.hous.stock,public.educ.communiti,reach.young.peopl,school.art.institut,residentsf.exclud.communiti,complex.slate.demolit,award.guild.complex,support.servic.adult,luri.children.hospit,seminari.consortium.urban,urban.educ.leadership,univers.chicago.school,stop.demolitionwin.public,art.institut.chicago,qualiti.rental.hous,communiti.health.center,learn.grow.communiti,chicago.home.lowincom,serv.young.peopl,case.manag.servic,corpor.foundat.govern,latino.cultur.center,center.columbia.colleg,ruiz.belvi.cultur,technic.assist.center,educ.eduardo.vilaro,complex.homeown.youth,immigr.chicago.metropolitan,behavior.health.care,lesbian.hall.fame,home.boy.girl,depart.children.famili,illinoi.chicago.circl,slate.demolit.univers,board.higher.educ,partnership.educ.cape,triniti.evangel.divin,puerto.rican.cultur,illinoi.depart.public,includ.tenant.complex,de.mã©xico.ensembl,processesand.student.join,lake.counti.board,famili.support.servic,501c3.notforprofit.corpor,north.shore.summer,upward.global.open,year.su.casa,univers.chicago.home,south.west.side,enterpris.communiti.partner,leigh.bienen.school,urban.school.district,humboldt.park.garfield,california.san.francisco,juvenil.justic.base,instituto.del.progreso,develop.hous.counsel,homan.squar.communiti,agenc.age.ageopt,greater.roseland.west,profession.jazz.orchestra,intern.latino.cultur,oak.park.il,communic.collect.voic,healthcar.job.improv,park.garfield.park,subsid.hous.complex,owner.preserv.complex,cook.counti.illinoi,largest.settlement.hous,creat.juvenil.justic,seri.meet.doortodoor,econom.develop.activ,navi.pier.campus,famili.plan.servic,park.field.hous,manley.high.school,fund.illinoi.depart,lake.counti.crisi,nation.public.hous,north.river.communiti,roseland.west.pullman,metropolitan.chicago.area,direct.servic.program,health.care.center,meet.doortodoor.outreach,robert.luri.children,24hour.crisi.line,organ.seri.meet,merci.hous.lakefrontâ,civic.knowledg.project,golden.appl.award,commit.divers.inclus,lyric.opera.chicago,committe.art.human,peggi.notebaert.natur,demolitionwin.public.commit,year.ago.group,domest.violenc.survivor,state.illinoi.citi,cook.counti.board,connect.abus.women,univers.california.univers,holocaust.memori.foundat,ann.robert.luri,foundat.nonprofit.organ,law.polici.center,educ.job.train,center.unit.state,settlement.hous.chicago,member.board.director,organ.powersouthsid.organ,found.communiti.residentsf,communiti.st.sabina,mayor.rahm.emanuel,hall.youth.servic,agenc.serv.boy,leagu.chicago.theatr,licens.child.welfar,dakota.south.dakota,museum.american.indian,central.state.ser,digit.divid.program,plan.parenthood.affili,develop.afford.hous,asian.human.servic,report.communiti.renew,student.chicago.public,hour.day.day,communitybas.social.servic,area.fight.healthcar,illinoi.state.board,lake.shore.youth,communiti.health.worker,asian.american.advanc,children.famili.servic,teacher.golden.appl,public.educ.student,contemporari.art.citi,girl.club.lake,african.american.tenant,illinoi.coalit.immigr,san.jose.obrero,seek.improv.live,chicago.underserv.communiti,south.chicago.art,peac.educ.coalit,chicago.applese.fund,hire.execut.director,coalit.immigr.refuge,complex.victori.organ,elimin.digit.divid,member.rang.age,organ.struggl.preserv,governor.state.univers,proven.track.record,campaign.stop.demolitionwin,breast.cancer.task,illinoi.chicago.uic,struggl.preserv.hous,tenant.complex.homeown,strateg.sustain.leadership,powersouthsid.organ.power,communiti.leader.form,communiti.plan.processesand,north.river.commiss,council.jewish.elder,stean.famili.foundat,effect.address.challeng,home.lowincom.work,demolit.univers.chicago,live.learn.grow,edd.urban.educ,job.improv.juvenil,health.patient.homeless,homeown.youth.mental,patient.homeless.unemploy,california.univers.california,south.dakota.wisconsin,joint.publish.carnegi,chicago.cook.counti,work.african.american,base.grown.includ,resid.north.lawndal,member.institut.includ,preserv.afford.hous,perform.visual.art
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
