user_id,cookie_id,site_id,device_id,womensclothing,womensaccesories,beauty,kids,womensbags,womensshoes,cellphonesdigital,mensclothing,decor,other
25548389,6BDD2961-AA6D-4526-8673-3575AD4B0524,600,F5F31B71-A0A3-433A-AAF4-A5C9773CA0BA,5.627118137388727,1.567769583859081,24.04514130284103,NULL,4.396492197149613,NULL,6.015057493423287,0.8977517334014906,NULL,2.673874617740975
14432645,4c1ddf42-1700-4fed-9656-8fab12bec7a8,600,b51db23c530cf0b1,1.7584744179339769,3.1355391677181608,2.090881852420959,NULL,1.758596878859845,0.926378650603508,NULL,NULL,1.5292306318352789,0.3819820882487107
21084911,C9A5924C-BFD4-42D8-BE47-3B27291B5676,600,871D2786-EA2C-4ABE-A6B3-8EA34A75637D,0.8792372089669886,NULL,1.045440926210479,NULL,NULL,NULL,2.005019164474429,NULL,NULL,NULL
14481231,978655C2-A654-4ABB-AC2E-24FA2986E0A2,600,5716C638-F188-44A8-BA45-7EB23DAE4D1B,0.3516948835867955,NULL,NULL,NULL,0.8792984394299227,NULL,NULL,NULL,NULL,NULL
23708979,A5F60772-EFFB-4D9E-A740-BC00F4746A33,600,327FDB0F-69EB-44A4-8AA3-F4A7B8C22A8A,3.341101394074557,2.6129493064318012,NULL,0.8577827140313694,3.5171937577196912,1.852757301207016,6.015057493423287,0.8977517334014906,NULL,2.673874617740975
1479124,d34354fcd557ece1,400,NULL,0.1758474417933977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13260095,d1a62380-a8d7-413b-bf30-2fec6668a5c4,600,c6d286e7b669003a,1.2309320925537839,1.04517972257272,NULL,0.8577827140313694,NULL,NULL,NULL,NULL,NULL,0.3819820882487107
8579229,1F6BBCC2-4773-44FC-8B3F-8C9D844919B2,600,NULL,2.813559068694364,NULL,NULL,NULL,3.5171937577196912,1.852757301207016,NULL,NULL,3.058461263670557,1.5279283529948429
17819489,C6B97F4B-8C1C-4984-969E-C4BBC7F66384,600,8C62B8C5-9AC4-454F-8087-308F22C9AA2A,2.989406510487761,NULL,NULL,NULL,NULL,1.852757301207016,NULL,NULL,NULL,NULL
744551,a3553179ddea369c,400,NULL,5.627118137388727,1.04517972257272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
