"dp3qz6r_dp3tdv8_morning"	2436.0
"dp3qz6r_dp3teez_night"	2420.9302325581393
"dp3qz6r_dp3tx4r_aft/eve"	3549.128514056225
"dp3qz6r_dp3tyb3_night"	2075.3703927492447
"dp3qz6r_dp3w5uq_aft/eve"	2772.9806451612903
"dp3qz6r_dp3w71c_morning"	1849.1020408163265
"dp3qz6r_dp3wkgu_aft/eve"	2095.2352289804635
"dp3qz6r_dp3wnpc_morning"	1823.9890310786107
"dp3qz6r_dp3wssq_morning"	1638.475012619889
"dp3qzdn_dp3ty9p_aft/eve"	2580.0
"dp3qzdn_dp3tz0b_night"	1950.0
"dp3qzdn_dp3wdyt_night"	820.0
"dp3qzdn_dp3we4j_aft/eve"	2640.0
"dp3qzdn_dp3wgu1_aft/eve"	1863.5294117647059
"dp3qzdn_dp3wjxu_night"	1396.9191960623461
"dp3qzdn_dp3wkjz_morning"	1260.0
"dp3qzdn_dp3wkuu_morning"	1658.7604166666667
"dp3qzdn_dp3wmqk_night"	1475.7602820211516
"dp3qzdn_dp3wmrd_night"	1408.9050445103858
"dp3qzdn_dp3wmtj_aft/eve"	2308.1292517006805
"dp3qzdn_dp3wq5k_night"	1657.738932806324
"dp3qzdn_dp3ws73_night"	1177.7027027027027
"dp3qzdn_dp3wt0g_morning"	1650.0
"dp3qzdn_dp3wt6q_night"	1621.446153846154
"dp3qzdn_dp3wt76_morning"	2050.0
"dp3qzdn_dp3wt9h_morning"	2141.3793103448274
"dp3qzdn_dp3wthw_morning"	1675.7142857142858
"dp3qzdn_dp3wu53_aft/eve"	1780.0
"dp3qzdn_dp3wu7q_night"	2108.5714285714284
"dp3qzdn_dp3wuhz_night"	1410.0
"dp3qzdn_dp3wuzd_night"	1812.0
"dp3tdv8_dp3qz6r_aft/eve"	2440.0
"dp3teez_dp3ty5y_aft/eve"	1620.0
"dp3tenv_dp3tyrg_night"	1140.0
"dp3tenv_dp3tyt5_aft/eve"	1350.0
"dp3tenv_dp3wb69_aft/eve"	2674.0018570102134
"dp3tenv_dp3wgd2_aft/eve"	4140.0
"dp3tenv_dp3wheb_aft/eve"	1620.0
"dp3tenv_dp3wkdn_morning"	2220.0
"dp3tenv_dp3wkys_morning"	2745.0
"dp3tenv_dp3wm62_night"	1307.142857142857
"dp3tenv_dp3wmgs_night"	1425.1063829787233
"dp3tenv_dp3wmgw_morning"	2053.3960396039606
"dp3tenv_dp3ws1c_aft/eve"	1520.0
"dp3tenv_dp3ws60_aft/eve"	1990.0
"dp3tenv_dp3ws6p_aft/eve"	2477.1428571428573
"dp3tenv_dp3ws8v_night"	1447.2727272727273
"dp3tenv_dp3wspf_night"	2040.0
"dp3tenv_dp3wt45_morning"	2466.6666666666665
"dp3tenv_dp3wt5n_aft/eve"	2439.183673469388
"dp3tenv_dp3wtbc_morning"	1841.1764705882354
"dp3tenv_dp3wtkd_morning"	2656.0
"dp3tenv_dp3wtqj_aft/eve"	2101.709401709402
"dp3tenv_dp3wubz_morning"	2140.0
"dp3tenv_dp3wvm4_aft/eve"	2040.0
"dp3tfb0_dp3tqnx_morning"	1829.0
"dp3tfb0_dp3tttk_morning"	1447.2727272727273
"dp3tfb0_dp3tuke_night"	785.8407079646017
"dp3tfb0_dp3twtx_morning"	1762.0938775510203
"dp3tfb0_dp3w9uj_aft/eve"	2862.8888888888887
"dp3tfb0_dp3wcgn_night"	2057.777777777778
"dp3tfb0_dp3wn5u_aft/eve"	1219.4463208685163
"dp3tfb0_dp3wuqn_night"	2177.871287128713
"dp3tger_dp3tqnx_morning"	1260.0
"dp3tger_dp3tttk_morning"	900.0
"dp3tger_dp3tvgh_night"	810.0
"dp3tger_dp3twtx_morning"	1560.0
"dp3tger_dp3wj80_night"	642.8571428571429
"dp3tger_dp3wjnv_night"	910.0
"dp3tger_dp3wn5u_aft/eve"	887.3684210526316
"dp3thn3_dp3tkps_night"	840.0
"dp3tjf3_dp3wmge_aft/eve"	1860.0
"dp3tjj3_dp3tpm9_morning"	2340.0
