user_id,cookie_id,site_id,device_id,womensclothing,womensaccesories,beauty,kids,womensbags,womensshoes,cellphonesdigital,mensclothing,decor,other
3919250,7e995412f41a2b12,700.0,0,22.50847254955491,35.01352070618613,120.74842697731042,39.45800484544299,17.58596878859845,17.60119436146665,80.20076657897715,10.773020800817891,53.52307211423475,71.43065050250891
14034417,7FF7CFC7-11F1-4909-A012-D11F0A67A004,600.0,FE40030A-31BF-4075-BE0A-BEA49F5BD0EC,9.495761856843476,104.51797225727199,14.636172966946711,5.1466962841882165,3.5171937577196912,16.67481571086314,2.005019164474429,10.773020800817891,0.0,4.583785058984528
12698817,35E6ED0E-BD7C-43F1-A1B6-042DAB8DF141,600.0,804564C1-BCE5-4C6C-BB22-F01AAFE894C5,33.762708824332364,77.34329947038131,9.408968335894317,0.0,16.70667034916853,1.8527573012070158,0.0,0.0,0.0,4.583785058984528
10851611,A6ED81BA-E487-4598-BBFA-0956E9B7C277,600.0,0,35.69703068405975,52.78157598992238,28.226905007682944,4.288913570156847,21.10316254631815,1.8527573012070158,10.02509582237214,6.284262133810435,0.0,6.1117134119793715
17734873,5873edf7-a7e1-4959-8889-9f4ce5044a08,600.0,e66cd3a090f758e8,2.6377116269009657,34.49093084489977,29.272345933893426,0.0,28.13755006175753,13.89567975905262,0.0,0.0,0.0,30.940549148145557
25577925,ACCE0615-43A7-48BC-B28A-E76EDEAEBDB2,600.0,29A46D92-013C-4D56-BCF7-078C4D014D65,14.243642785265221,41.284599041622464,41.294916585313935,18.871219708690127,18.465267228028377,12.0429224578456,9.02258624013493,0.0,15.29230631835279,5.729731323730661
11199227,23bc3f1781476124,700.0,0,16.17796464499259,1.04517972257272,35.544991491156296,333.6774757582027,2.637895318289768,6.4846505542245545,4.010038328948857,28.7280554688477,67.28614780075226,25.592799912663622
6080368,EE9365F4-6507-4BE5-8CAE-51573585A19D,600.0,0,16.70550697037278,22.99395389659985,31.36322778631438,31.73796041916067,44.84422041092606,32.42325277112278,94.23590073029816,5.386510400408944,22.93845947752918,21.77297903017651
13390741,a9b98db5-77c8-457e-99e5-bd3b1215704d,600.0,9bdd84bc7d19a426,11.605931158364251,37.62647001261793,113.430340493837,49.751397413819426,12.310178152018919,24.0858449156912,2.005019164474429,0.0,4.587691895505836,4.201802970735818
12827327,78c259aa-6b63-49ad-9e99-9cd877b53b87,600.0,e7e3891c3fbb5d1e,26.72881115259645,159.9124975536262,33.45410963873534,0.0,39.56842977434653,37.98152467474382,63.15810368094451,2.693255200204472,0.0,3.055856705989685
25725125,09DEB79B-B224-41A4-BAAE-07D1C629C338,600.0,71253BC3-2140-42A5-96A0-C8A4016FE97B,8.440677206083091,13.064746532158999,76.83990807647024,27.44904684900382,6.155089076009459,12.969301108449109,0.0,0.0,3.0584612636705564,32.468477501140406
11987291,AFEB4432-6D77-42DF-90E1-515CF534BED4,600.0,C1B3B597-2A05-4A73-9539-E075D6EFAA66,21.10169301520773,25.08431334174529,43.90851890084014,6.862261712250955,29.01684850118745,21.30670896388068,9.02258624013493,2.693255200204472,6.116922527341115,4.201802970735818
14554797,AEA0763C-EEA0-4868-9397-63A0ADDAA110,600.0,69F48FE4-6E6E-45B0-89F7-4AE4857E8F46,3.8686437194547496,11.49697694829992,135.90732040736228,63.47592083832134,5.275790636579536,11.1165438072421,2.005019164474429,8.977517334014909,0.0,17.57117605944069
12221871,545770cd-9740-4b9e-80be-30bb8dd96f83,600.0,4d34439014f89f0,14.243642785265221,40.76200918033609,66.38549881436545,92.6405331153879,17.58596878859845,32.42325277112278,2.005019164474429,0.8977517334014906,0.0,4.583785058984528
